@timestamp,airqualitysensor.telemetry_co_unit,airqualitysensor.telemetry_co_value,airqualitysensor.telemetry_no2_unit,airqualitysensor.telemetry_no2_value,airqualitysensor.telemetry_o3_unit,airqualitysensor.telemetry_o3_value,airqualitysensor.telemetry_pm10_unit,airqualitysensor.telemetry_pm10_value,airqualitysensor.telemetry_pm25_unit,airqualitysensor.telemetry_pm25_value,airqualitysensor.telemetry_so2_unit,airqualitysensor.telemetry_so2_value,airqualitysensor.timestamp,airqualitysensor.uuid,measurement_name,tag.host,tag.sensor_type
2025-04-05T03:45:00Z,ppb,1.7,ppb,69.4,ppb,35.3,µg/m³,16.8,µg/m³,7.7,ppb,13.7,1743824700,1b9ca49c-9a9e-4f0b-8279-c1ee9085fc72,airqualitysensor,air_host_001,airqualitysensor
2025-04-05T04:00:00Z,ppb,2.2,ppb,56.1,ppb,18.9,µg/m³,17.2,µg/m³,7.7,ppb,16.7,1743825600,76a5e1f4-1962-43c6-933b-6962de2c8b19,airqualitysensor,air_host_001,airqualitysensor
2025-04-05T04:15:00Z,ppb,0.6,ppb,68.5,ppb,14.7,µg/m³,21.5,µg/m³,8.1,ppb,19.9,1743826500,3b8175cf-9faa-4944-b9f5-26f793045b4b,airqualitysensor,air_host_001,airqualitysensor
2025-04-05T04:30:00Z,ppb,2.2,ppb,67.5,ppb,34.3,µg/m³,13.0,µg/m³,13.9,ppb,16.3,1743827400,3a6321b5-fde7-40d1-b0ff-0fcad096a612,airqualitysensor,air_host_001,airqualitysensor
2025-04-05T04:45:00Z,ppb,1.1,ppb,28.5,ppb,39.6,µg/m³,20.4,µg/m³,7.3,ppb,8.9,1743828300,68fb65df-3ece-4945-96a7-1be8518abf9c,airqualitysensor,air_host_001,airqualitysensor
2025-04-05T05:00:00Z,ppb,1.4,ppb,45.8,ppb,33.2,µg/m³,22.3,µg/m³,4.2,ppb,6.0,1743829200,3219ea91-fb6b-4052-9e9c-85ee9619a9f5,airqualitysensor,air_host_001,airqualitysensor
2025-04-05T05:15:00Z,ppb,1.4,ppb,52.1,ppb,28.2,µg/m³,6.3,µg/m³,6.7,ppb,16.6,1743830100,c18789fe-b372-4089-99c1-e427f8fa965e,airqualitysensor,air_host_001,airqualitysensor
2025-04-05T05:30:00Z,ppb,2.2,ppb,78.9,ppb,20.4,µg/m³,6.9,µg/m³,13.5,ppb,13.8,1743831000,02ee4dca-f06f-44db-aeca-0baa4223f714,airqualitysensor,air_host_001,airqualitysensor
2025-04-05T05:45:00Z,ppb,2.4,ppb,24.5,ppb,15.7,µg/m³,20.9,µg/m³,4.7,ppb,14.8,1743831900,dc287340-c0a4-43e2-8a13-82299a712955,airqualitysensor,air_host_001,airqualitysensor
2025-04-05T06:00:00Z,ppb,1.9,ppb,64.0,ppb,30.9,µg/m³,11.8,µg/m³,4.0,ppb,17.3,1743832800,e0fb91c3-389a-4e14-a483-b87f613c1bf4,airqualitysensor,air_host_001,airqualitysensor
2025-04-05T06:15:00Z,ppb,1.9,ppb,27.2,ppb,22.3,µg/m³,16.5,µg/m³,13.9,ppb,16.0,1743833700,6479f9cd-b411-49dd-8702-7b3881b41224,airqualitysensor,air_host_001,airqualitysensor
2025-04-05T06:30:00Z,ppb,1.9,ppb,77.4,ppb,13.5,µg/m³,15.3,µg/m³,12.5,ppb,9.6,1743834600,900620a5-fe84-4c96-bcfe-b90d346f41c2,airqualitysensor,air_host_001,airqualitysensor
2025-04-05T06:45:00Z,ppb,1.7,ppb,75.1,ppb,36.9,µg/m³,20.1,µg/m³,12.1,ppb,6.9,1743835500,01e4fbb8-b6bb-44b2-97aa-e858fdd55918,airqualitysensor,air_host_001,airqualitysensor
2025-04-05T07:00:00Z,ppb,1.2,ppb,71.9,ppb,31.1,µg/m³,18.8,µg/m³,13.2,ppb,14.7,1743836400,591c7867-3b1f-4b6d-af7e-91c9d8cb656e,airqualitysensor,air_host_001,airqualitysensor
2025-04-05T07:15:00Z,ppb,1.3,ppb,77.9,ppb,14.7,µg/m³,8.5,µg/m³,6.9,ppb,6.0,1743837300,79d5b978-65b4-4e64-ad9e-2bc8c8ceeb51,airqualitysensor,air_host_001,airqualitysensor
2025-04-05T07:30:00Z,ppb,1.7,ppb,55.4,ppb,22.7,µg/m³,9.7,µg/m³,8.1,ppb,17.2,1743838200,856b3078-5357-4a60-8f6a-d0b5f9d28135,airqualitysensor,air_host_001,airqualitysensor
2025-04-05T07:45:00Z,ppb,1.6,ppb,60.3,ppb,22.2,µg/m³,20.3,µg/m³,5.1,ppb,14.5,1743839100,b42d0281-8413-496a-b41b-5d956610196c,airqualitysensor,air_host_001,airqualitysensor
2025-04-05T08:00:00Z,ppb,1.0,ppb,41.1,ppb,22.6,µg/m³,12.3,µg/m³,3.4,ppb,5.9,1743840000,f8691a38-2c64-49f8-9274-60c5005d7758,airqualitysensor,air_host_001,airqualitysensor
2025-04-05T08:15:00Z,ppb,1.8,ppb,40.4,ppb,10.4,µg/m³,21.4,µg/m³,5.1,ppb,14.9,1743840900,ef84e0c0-13e1-49e2-9193-b4631ceff035,airqualitysensor,air_host_001,airqualitysensor
2025-04-05T08:30:00Z,ppb,0.9,ppb,24.1,ppb,36.8,µg/m³,12.4,µg/m³,11.4,ppb,5.6,1743841800,548dfe6c-53c7-403a-8dbc-d37d75b4ef66,airqualitysensor,air_host_001,airqualitysensor
2025-04-05T08:45:00Z,ppb,2.4,ppb,24.0,ppb,38.9,µg/m³,12.3,µg/m³,13.6,ppb,9.5,1743842700,9b621775-b4a6-43f5-9551-6f33074a2466,airqualitysensor,air_host_001,airqualitysensor
2025-04-05T09:00:00Z,ppb,0.6,ppb,35.8,ppb,24.2,µg/m³,23.1,µg/m³,7.7,ppb,8.3,1743843600,bc1f71e4-55aa-4cbe-844a-5e1a9c27ad3a,airqualitysensor,air_host_001,airqualitysensor
2025-04-05T09:15:00Z,ppb,1.2,ppb,22.2,ppb,39.6,µg/m³,10.4,µg/m³,5.3,ppb,10.2,1743844500,6254ada3-b7ab-439a-ae80-df9c8cc2c4b9,airqualitysensor,air_host_001,airqualitysensor
2025-04-05T09:30:00Z,ppb,1.7,ppb,64.2,ppb,10.4,µg/m³,6.1,µg/m³,6.8,ppb,7.0,1743845400,eb02721f-d242-4629-a8e1-6b9ef8493208,airqualitysensor,air_host_001,airqualitysensor
2025-04-05T09:45:00Z,ppb,0.7,ppb,60.3,ppb,22.7,µg/m³,7.4,µg/m³,13.2,ppb,12.1,1743846300,25017349-705d-40fd-90c9-6c26fe51799a,airqualitysensor,air_host_001,airqualitysensor
2025-04-05T10:00:00Z,ppb,1.7,ppb,36.6,ppb,10.4,µg/m³,22.7,µg/m³,4.6,ppb,17.9,1743847200,6603c515-eb50-4e1e-a029-eae0e16bdb5f,airqualitysensor,air_host_001,airqualitysensor
2025-04-05T10:15:00Z,ppb,1.6,ppb,71.9,ppb,38.5,µg/m³,20.6,µg/m³,13.9,ppb,15.8,1743848100,fdbd4cd1-9abe-4418-a149-4740a58bde9b,airqualitysensor,air_host_001,airqualitysensor
2025-04-05T10:30:00Z,ppb,1.4,ppb,62.8,ppb,21.3,µg/m³,15.8,µg/m³,7.0,ppb,17.2,1743849000,b1a678bc-5f76-4719-93f9-4510202178d2,airqualitysensor,air_host_001,airqualitysensor
2025-04-05T10:45:00Z,ppb,1.7,ppb,38.2,ppb,39.3,µg/m³,9.1,µg/m³,4.3,ppb,13.1,1743849900,539fc1a9-5904-4580-8409-41e1a37cc7b2,airqualitysensor,air_host_001,airqualitysensor
2025-04-05T11:00:00Z,ppb,1.4,ppb,30.1,ppb,37.0,µg/m³,16.0,µg/m³,4.5,ppb,18.1,1743850800,812acc50-4e74-4ca1-a005-e4b18cb2b8ce,airqualitysensor,air_host_001,airqualitysensor
2025-04-05T11:15:00Z,ppb,1.5,ppb,59.7,ppb,23.2,µg/m³,7.1,µg/m³,14.3,ppb,13.3,1743851700,7ddd84a4-5723-46b1-aabe-300b59bcb78e,airqualitysensor,air_host_001,airqualitysensor
2025-04-05T11:30:00Z,ppb,0.7,ppb,72.6,ppb,28.6,µg/m³,8.9,µg/m³,3.8,ppb,19.6,1743852600,6cabb504-aab3-4e6b-ab36-25be902702f0,airqualitysensor,air_host_001,airqualitysensor
2025-04-05T11:45:00Z,ppb,1.9,ppb,36.7,ppb,11.1,µg/m³,5.8,µg/m³,7.9,ppb,6.8,1743853500,cee8b5da-6256-43b9-b4b0-c1fa31c2a4a4,airqualitysensor,air_host_001,airqualitysensor
2025-04-05T12:00:00Z,ppb,1.2,ppb,39.4,ppb,20.5,µg/m³,6.6,µg/m³,9.4,ppb,10.3,1743854400,87ede64f-17cc-4f51-9227-6257c30e7cc3,airqualitysensor,air_host_001,airqualitysensor
2025-04-05T12:15:00Z,ppb,1.1,ppb,60.1,ppb,12.7,µg/m³,16.0,µg/m³,9.9,ppb,9.3,1743855300,6b660bd8-1004-445e-84d8-64016097ff52,airqualitysensor,air_host_001,airqualitysensor
2025-04-05T12:30:00Z,ppb,1.3,ppb,34.7,ppb,35.1,µg/m³,7.2,µg/m³,7.6,ppb,5.8,1743856200,a9b7cafb-d0fd-40bb-929e-43452a2df05b,airqualitysensor,air_host_001,airqualitysensor
2025-04-05T12:45:00Z,ppb,0.6,ppb,27.4,ppb,32.6,µg/m³,9.7,µg/m³,7.1,ppb,8.3,1743857100,c60f548d-7411-4c64-89ec-4af87e55435f,airqualitysensor,air_host_001,airqualitysensor
2025-04-05T13:00:00Z,ppb,1.6,ppb,48.2,ppb,32.5,µg/m³,19.7,µg/m³,4.5,ppb,16.4,1743858000,0c62e290-31e1-4459-bfe4-f8ae5784faab,airqualitysensor,air_host_001,airqualitysensor
2025-04-05T13:15:00Z,ppb,0.9,ppb,30.9,ppb,15.1,µg/m³,15.6,µg/m³,9.4,ppb,8.3,1743858900,63a25963-ce9c-4376-935a-525b20993f78,airqualitysensor,air_host_001,airqualitysensor
2025-04-05T13:30:00Z,ppb,1.9,ppb,37.3,ppb,12.0,µg/m³,9.9,µg/m³,14.6,ppb,13.2,1743859800,3361c2b9-aadb-418f-8885-a118260ab214,airqualitysensor,air_host_001,airqualitysensor
2025-04-05T13:45:00Z,ppb,1.5,ppb,73.1,ppb,20.5,µg/m³,5.6,µg/m³,4.9,ppb,8.8,1743860700,4d68f163-d3d9-4a51-b04c-ad433f81e3d9,airqualitysensor,air_host_001,airqualitysensor
2025-04-05T14:00:00Z,ppb,1.7,ppb,57.3,ppb,28.2,µg/m³,6.9,µg/m³,14.5,ppb,5.7,1743861600,630bc7e0-9d6d-4f13-877c-44a5b52c9053,airqualitysensor,air_host_001,airqualitysensor
2025-04-05T14:15:00Z,ppb,2.1,ppb,58.5,ppb,19.3,µg/m³,15.4,µg/m³,10.1,ppb,11.8,1743862500,ff35faf4-6326-4197-99ba-920191eeb3f3,airqualitysensor,air_host_001,airqualitysensor
2025-04-05T14:30:00Z,ppb,0.6,ppb,38.4,ppb,37.8,µg/m³,14.0,µg/m³,10.3,ppb,18.2,1743863400,36dc2d5d-aa31-4db5-aa37-fd8e2d172c90,airqualitysensor,air_host_001,airqualitysensor
2025-04-05T14:45:00Z,ppb,1.7,ppb,42.6,ppb,15.0,µg/m³,23.0,µg/m³,14.0,ppb,9.3,1743864300,c93efe77-43a0-47b9-a67e-3311c96182f8,airqualitysensor,air_host_001,airqualitysensor
2025-04-05T15:00:00Z,ppb,0.8,ppb,40.1,ppb,30.1,µg/m³,5.2,µg/m³,5.1,ppb,8.1,1743865200,6c1bf70d-1967-493a-a53c-f90fd70f08ad,airqualitysensor,air_host_001,airqualitysensor
2025-04-05T15:15:00Z,ppb,0.6,ppb,51.2,ppb,16.9,µg/m³,23.2,µg/m³,3.1,ppb,8.0,1743866100,3bb3f57f-542a-47c9-b911-bd3b7b693742,airqualitysensor,air_host_001,airqualitysensor
2025-04-05T15:30:00Z,ppb,2.0,ppb,78.8,ppb,25.6,µg/m³,8.0,µg/m³,9.9,ppb,13.2,1743867000,e042e943-f45d-4880-bd78-454f6123c690,airqualitysensor,air_host_001,airqualitysensor
2025-04-05T15:45:00Z,ppb,1.4,ppb,68.3,ppb,36.9,µg/m³,19.0,µg/m³,14.3,ppb,5.3,1743867900,d7055161-6d3f-4ade-80f0-22b3eb789632,airqualitysensor,air_host_001,airqualitysensor
2025-04-05T16:00:00Z,ppb,2.3,ppb,76.9,ppb,39.9,µg/m³,21.3,µg/m³,5.8,ppb,5.5,1743868800,d51b1c92-1fd2-4fda-ae63-8a99df7a30ed,airqualitysensor,air_host_001,airqualitysensor
2025-04-05T16:15:00Z,ppb,1.9,ppb,73.9,ppb,22.6,µg/m³,17.9,µg/m³,11.0,ppb,9.4,1743869700,d0b6693e-217f-4301-a7ba-f94d7fed8139,airqualitysensor,air_host_001,airqualitysensor
2025-04-05T16:30:00Z,ppb,0.9,ppb,77.0,ppb,11.5,µg/m³,22.8,µg/m³,8.3,ppb,19.5,1743870600,3c386599-902c-4e51-90e7-20f173a6ffd1,airqualitysensor,air_host_001,airqualitysensor
2025-04-05T16:45:00Z,ppb,1.2,ppb,37.2,ppb,12.5,µg/m³,17.3,µg/m³,10.9,ppb,18.8,1743871500,8a895b37-319e-40b5-8d26-592251f22271,airqualitysensor,air_host_001,airqualitysensor
2025-04-05T17:00:00Z,ppb,2.2,ppb,56.7,ppb,20.8,µg/m³,12.6,µg/m³,11.4,ppb,18.3,1743872400,0b8406cb-ded6-4b43-aa22-2ecc8dd5cf56,airqualitysensor,air_host_001,airqualitysensor
2025-04-05T17:15:00Z,ppb,1.4,ppb,35.8,ppb,20.0,µg/m³,14.0,µg/m³,8.8,ppb,12.0,1743873300,c45c5175-1cdd-4bfd-82d5-ec1010f403b2,airqualitysensor,air_host_001,airqualitysensor
2025-04-05T17:30:00Z,ppb,1.1,ppb,22.4,ppb,16.8,µg/m³,7.3,µg/m³,6.8,ppb,19.7,1743874200,2f5488e5-4761-4fc6-822c-7926cc7ebd0b,airqualitysensor,air_host_001,airqualitysensor
2025-04-05T17:45:00Z,ppb,1.1,ppb,48.3,ppb,29.7,µg/m³,9.4,µg/m³,3.3,ppb,17.3,1743875100,addc0feb-7714-43a7-b020-293592d2ed89,airqualitysensor,air_host_001,airqualitysensor
2025-04-05T18:00:00Z,ppb,1.9,ppb,31.5,ppb,33.7,µg/m³,16.6,µg/m³,4.5,ppb,13.8,1743876000,93c178ea-4a63-441a-9613-ae167ebcd072,airqualitysensor,air_host_001,airqualitysensor
2025-04-05T18:15:00Z,ppb,1.1,ppb,47.3,ppb,22.1,µg/m³,16.2,µg/m³,6.1,ppb,16.4,1743876900,be94134b-e83b-4191-bbd9-6baf89615a2f,airqualitysensor,air_host_001,airqualitysensor
2025-04-05T18:30:00Z,ppb,2.3,ppb,25.7,ppb,32.6,µg/m³,11.6,µg/m³,12.4,ppb,5.6,1743877800,32020d2f-bf35-4236-b9c8-cdcc105974e1,airqualitysensor,air_host_001,airqualitysensor
2025-04-05T18:45:00Z,ppb,2.0,ppb,47.8,ppb,29.1,µg/m³,23.9,µg/m³,5.9,ppb,9.0,1743878700,0c3575ed-7483-4a0c-bd4e-20870799b59a,airqualitysensor,air_host_001,airqualitysensor
2025-04-05T19:00:00Z,ppb,1.2,ppb,68.4,ppb,37.0,µg/m³,20.2,µg/m³,11.3,ppb,8.8,1743879600,e4be852e-58d3-43c4-b66d-f2cec58a993f,airqualitysensor,air_host_001,airqualitysensor
2025-04-05T19:15:00Z,ppb,1.5,ppb,32.6,ppb,36.3,µg/m³,14.0,µg/m³,12.9,ppb,16.7,1743880500,dce8b745-fdca-43a9-83e1-a686595d457c,airqualitysensor,air_host_001,airqualitysensor
2025-04-05T19:30:00Z,ppb,2.3,ppb,52.2,ppb,32.9,µg/m³,16.2,µg/m³,8.0,ppb,11.5,1743881400,e2f5382c-fcf4-421e-a50e-f73aee613db1,airqualitysensor,air_host_001,airqualitysensor
2025-04-05T19:45:00Z,ppb,1.5,ppb,26.9,ppb,37.4,µg/m³,19.3,µg/m³,13.2,ppb,6.9,1743882300,dd3de083-5eef-463e-ba06-2020ec54bc97,airqualitysensor,air_host_001,airqualitysensor
2025-04-05T20:00:00Z,ppb,1.3,ppb,69.0,ppb,19.8,µg/m³,15.9,µg/m³,9.7,ppb,12.0,1743883200,6efc79ae-216a-42c2-b1bf-9649e42496d8,airqualitysensor,air_host_001,airqualitysensor
2025-04-05T20:15:00Z,ppb,1.8,ppb,41.9,ppb,35.7,µg/m³,9.1,µg/m³,5.6,ppb,17.0,1743884100,90b6fa0c-86e7-41d8-a707-1a31704a9d64,airqualitysensor,air_host_001,airqualitysensor
2025-04-05T20:30:00Z,ppb,1.4,ppb,29.3,ppb,17.3,µg/m³,7.7,µg/m³,3.7,ppb,11.6,1743885000,74f0a5d7-ac06-41e3-bcbd-896fe19180dc,airqualitysensor,air_host_001,airqualitysensor
2025-04-05T20:45:00Z,ppb,1.8,ppb,43.6,ppb,17.2,µg/m³,13.2,µg/m³,14.7,ppb,15.6,1743885900,2e90efba-99f5-41b2-abd5-e6290d485f6b,airqualitysensor,air_host_001,airqualitysensor
2025-04-05T21:00:00Z,ppb,2.3,ppb,55.9,ppb,12.7,µg/m³,6.9,µg/m³,6.3,ppb,11.5,1743886800,aec1a87c-a201-4c46-80b8-e6228f847dd7,airqualitysensor,air_host_001,airqualitysensor
2025-04-05T21:15:00Z,ppb,1.5,ppb,72.9,ppb,28.6,µg/m³,7.4,µg/m³,7.7,ppb,18.6,1743887700,edbde3e2-3560-4664-a42f-4898be239d70,airqualitysensor,air_host_001,airqualitysensor
2025-04-05T21:30:00Z,ppb,1.8,ppb,32.5,ppb,13.3,µg/m³,6.1,µg/m³,14.0,ppb,16.5,1743888600,da84c8ef-6ed3-4622-80c2-27c736d3dc97,airqualitysensor,air_host_001,airqualitysensor
2025-04-05T21:45:00Z,ppb,0.7,ppb,49.1,ppb,37.6,µg/m³,18.1,µg/m³,4.0,ppb,12.8,1743889500,f5cd1c7e-1383-4d33-8397-6ce044f1e6d8,airqualitysensor,air_host_001,airqualitysensor
2025-04-05T22:00:00Z,ppb,2.2,ppb,70.0,ppb,30.3,µg/m³,24.1,µg/m³,13.6,ppb,5.5,1743890400,eb7c4b5d-745f-4d60-b8cd-bea75f7f97c4,airqualitysensor,air_host_001,airqualitysensor
2025-04-05T22:15:00Z,ppb,0.7,ppb,48.3,ppb,19.2,µg/m³,22.0,µg/m³,11.0,ppb,10.8,1743891300,bc18365d-e73f-4eeb-836e-d5807fb48e7e,airqualitysensor,air_host_001,airqualitysensor
2025-04-05T22:30:00Z,ppb,1.8,ppb,53.8,ppb,34.3,µg/m³,23.0,µg/m³,7.8,ppb,16.6,1743892200,dc93e149-0aef-4aa1-8aa8-337354f98475,airqualitysensor,air_host_001,airqualitysensor
2025-04-05T22:45:00Z,ppb,2.3,ppb,21.3,ppb,26.1,µg/m³,11.2,µg/m³,11.3,ppb,16.8,1743893100,e82598ef-7841-4aac-9762-9d5727c51645,airqualitysensor,air_host_001,airqualitysensor
2025-04-05T23:00:00Z,ppb,0.8,ppb,44.2,ppb,15.9,µg/m³,15.3,µg/m³,15.0,ppb,18.3,1743894000,ce81ef69-dc3e-49af-a5fa-86e6cd4fcbd1,airqualitysensor,air_host_001,airqualitysensor
2025-04-05T23:15:00Z,ppb,1.8,ppb,42.4,ppb,18.9,µg/m³,19.0,µg/m³,5.6,ppb,12.4,1743894900,9793a4ea-506e-4857-87ba-c16be319a6b9,airqualitysensor,air_host_001,airqualitysensor
2025-04-05T23:30:00Z,ppb,1.9,ppb,75.3,ppb,30.2,µg/m³,18.0,µg/m³,5.0,ppb,16.6,1743895800,1e7d41cf-a0ea-409d-9b5f-46c1d6dc8426,airqualitysensor,air_host_001,airqualitysensor
2025-04-05T23:45:00Z,ppb,1.5,ppb,40.5,ppb,38.5,µg/m³,6.1,µg/m³,13.0,ppb,14.2,1743896700,5e7ed280-4da2-45ec-a0f3-586c6b0bb96a,airqualitysensor,air_host_001,airqualitysensor
2025-04-06T00:00:00Z,ppb,0.8,ppb,25.4,ppb,27.8,µg/m³,10.0,µg/m³,10.0,ppb,6.5,1743897600,fe3ae5b9-515b-44dc-a9ae-ebe5c6ed8b2d,airqualitysensor,air_host_001,airqualitysensor
2025-04-06T00:15:00Z,ppb,2.4,ppb,63.0,ppb,26.2,µg/m³,19.5,µg/m³,9.5,ppb,19.6,1743898500,9ee92051-e4a6-4685-949f-0f606a8b6d94,airqualitysensor,air_host_001,airqualitysensor
2025-04-06T00:30:00Z,ppb,2.3,ppb,26.8,ppb,24.9,µg/m³,11.1,µg/m³,10.7,ppb,6.5,1743899400,29d03c0e-e5af-47e5-8a33-b63a75bdad33,airqualitysensor,air_host_001,airqualitysensor
2025-04-06T00:45:00Z,ppb,0.9,ppb,32.8,ppb,21.3,µg/m³,6.7,µg/m³,9.8,ppb,16.0,1743900300,403e284f-68ad-4165-962e-9119c9a7018d,airqualitysensor,air_host_001,airqualitysensor
2025-04-06T01:00:00Z,ppb,0.6,ppb,28.5,ppb,17.5,µg/m³,7.6,µg/m³,5.1,ppb,15.4,1743901200,219c631f-32e8-4769-8d80-7806f45dfa8f,airqualitysensor,air_host_001,airqualitysensor
2025-04-06T01:15:00Z,ppb,0.6,ppb,35.7,ppb,15.7,µg/m³,17.7,µg/m³,4.5,ppb,5.9,1743902100,a3315bba-0c12-4538-b522-d0a0af834112,airqualitysensor,air_host_001,airqualitysensor
2025-04-06T01:30:00Z,ppb,1.5,ppb,56.3,ppb,37.3,µg/m³,8.2,µg/m³,5.7,ppb,10.6,1743903000,835d6367-0a76-4e10-a71c-54c54b3242ce,airqualitysensor,air_host_001,airqualitysensor
2025-04-06T01:45:00Z,ppb,1.9,ppb,20.9,ppb,21.4,µg/m³,9.2,µg/m³,4.6,ppb,13.6,1743903900,e6dbf8aa-bf61-42b7-a1f6-e25b0ddd6fdb,airqualitysensor,air_host_001,airqualitysensor
2025-04-06T02:00:00Z,ppb,1.8,ppb,57.8,ppb,28.5,µg/m³,5.6,µg/m³,6.8,ppb,12.8,1743904800,448cd514-6115-422e-89c4-d8e6be4fbcf1,airqualitysensor,air_host_001,airqualitysensor
2025-04-06T02:15:00Z,ppb,0.6,ppb,69.8,ppb,16.2,µg/m³,22.0,µg/m³,14.0,ppb,10.1,1743905700,75025a31-9bb9-4284-a8d3-3ff77752bb53,airqualitysensor,air_host_001,airqualitysensor
2025-04-06T02:30:00Z,ppb,1.5,ppb,44.3,ppb,17.2,µg/m³,9.2,µg/m³,10.4,ppb,12.5,1743906600,6954334d-7537-4291-bb36-ef3a16b18f99,airqualitysensor,air_host_001,airqualitysensor
2025-04-06T02:45:00Z,ppb,1.3,ppb,50.4,ppb,22.6,µg/m³,19.5,µg/m³,11.0,ppb,9.1,1743907500,520cfbdb-fd99-48fd-8d50-5bd07a5e6a08,airqualitysensor,air_host_001,airqualitysensor
2025-04-06T03:00:00Z,ppb,0.8,ppb,42.0,ppb,25.9,µg/m³,7.9,µg/m³,6.8,ppb,19.9,1743908400,2b88ac96-f700-4559-8f7e-9157ac11aeac,airqualitysensor,air_host_001,airqualitysensor
2025-04-06T03:15:00Z,ppb,2.3,ppb,42.1,ppb,39.5,µg/m³,11.2,µg/m³,4.5,ppb,10.7,1743909300,d8947b05-63b5-4c48-b443-536316f14b61,airqualitysensor,air_host_001,airqualitysensor
2025-04-06T03:30:00Z,ppb,2.0,ppb,39.5,ppb,21.1,µg/m³,12.7,µg/m³,6.5,ppb,19.3,1743910200,9001e9d9-2244-4258-b3a6-f1f653bc2ac8,airqualitysensor,air_host_001,airqualitysensor
2025-04-06T03:45:00Z,ppb,1.7,ppb,78.8,ppb,30.6,µg/m³,20.2,µg/m³,4.3,ppb,9.4,1743911100,676d8917-36af-455b-beb6-10284fa9a629,airqualitysensor,air_host_001,airqualitysensor
2025-04-06T04:00:00Z,ppb,1.0,ppb,53.8,ppb,24.4,µg/m³,23.5,µg/m³,6.2,ppb,18.9,1743912000,12b94296-9c53-40ce-a83b-576c0855777e,airqualitysensor,air_host_001,airqualitysensor
2025-04-06T04:15:00Z,ppb,1.9,ppb,63.1,ppb,17.4,µg/m³,9.4,µg/m³,10.4,ppb,16.6,1743912900,3aa8c970-db8c-4f9f-894a-430cd704d650,airqualitysensor,air_host_001,airqualitysensor
2025-04-06T04:30:00Z,ppb,1.2,ppb,47.0,ppb,16.7,µg/m³,23.1,µg/m³,7.2,ppb,9.3,1743913800,ebc664ad-8937-47a3-95f6-c470830a23b7,airqualitysensor,air_host_001,airqualitysensor
2025-04-06T04:45:00Z,ppb,1.9,ppb,32.3,ppb,28.4,µg/m³,6.0,µg/m³,13.0,ppb,6.2,1743914700,d5919592-c759-4c4f-8760-aaa74aa1552a,airqualitysensor,air_host_001,airqualitysensor
2025-04-06T05:00:00Z,ppb,1.5,ppb,70.5,ppb,31.3,µg/m³,18.0,µg/m³,13.3,ppb,5.8,1743915600,36b0d3ee-6800-49b3-aab2-2c40f3e6b813,airqualitysensor,air_host_001,airqualitysensor
2025-04-06T05:15:00Z,ppb,1.5,ppb,58.5,ppb,23.6,µg/m³,9.7,µg/m³,4.1,ppb,13.5,1743916500,7e85f952-6e40-4fd0-870c-d62ac90c58af,airqualitysensor,air_host_001,airqualitysensor
2025-04-06T05:30:00Z,ppb,1.8,ppb,22.0,ppb,26.5,µg/m³,22.7,µg/m³,3.8,ppb,12.2,1743917400,58159d77-460f-44dc-bb0a-6057d902cd50,airqualitysensor,air_host_001,airqualitysensor
2025-04-06T05:45:00Z,ppb,0.6,ppb,59.4,ppb,29.6,µg/m³,12.1,µg/m³,4.8,ppb,8.4,1743918300,9538c718-93e8-4d31-be87-ab31e7ec5b5d,airqualitysensor,air_host_001,airqualitysensor
2025-04-06T06:00:00Z,ppb,0.9,ppb,57.5,ppb,29.6,µg/m³,12.1,µg/m³,5.3,ppb,15.8,1743919200,36870702-1dd1-4ef9-a515-21bc0cbd0e76,airqualitysensor,air_host_001,airqualitysensor
2025-04-06T06:15:00Z,ppb,2.2,ppb,29.2,ppb,20.9,µg/m³,22.8,µg/m³,3.1,ppb,14.0,1743920100,7e4a7ffc-2eda-4f73-a979-c512403708cd,airqualitysensor,air_host_001,airqualitysensor
2025-04-06T06:30:00Z,ppb,1.4,ppb,64.5,ppb,17.0,µg/m³,13.6,µg/m³,9.7,ppb,13.1,1743921000,0811ed05-ec17-4873-a8a8-0f8ba8546b5e,airqualitysensor,air_host_001,airqualitysensor
2025-04-06T06:45:00Z,ppb,1.3,ppb,52.6,ppb,28.8,µg/m³,15.1,µg/m³,10.9,ppb,16.4,1743921900,b865c716-825a-4b58-bf02-99022edc3e49,airqualitysensor,air_host_001,airqualitysensor
2025-04-06T07:00:00Z,ppb,0.8,ppb,64.9,ppb,18.1,µg/m³,14.7,µg/m³,6.4,ppb,13.1,1743922800,b4f6e646-5c08-4634-8d91-13fb9fb84db9,airqualitysensor,air_host_001,airqualitysensor
2025-04-06T07:15:00Z,ppb,1.8,ppb,59.9,ppb,26.3,µg/m³,19.1,µg/m³,9.6,ppb,11.9,1743923700,7318145d-d466-4811-91ed-09a46598ef11,airqualitysensor,air_host_001,airqualitysensor
2025-04-06T07:30:00Z,ppb,1.5,ppb,68.8,ppb,20.0,µg/m³,16.3,µg/m³,8.8,ppb,9.0,1743924600,1a37e81e-7149-403e-b02c-f7cc4a429e4b,airqualitysensor,air_host_001,airqualitysensor
2025-04-06T07:45:00Z,ppb,2.5,ppb,55.2,ppb,26.0,µg/m³,22.0,µg/m³,4.9,ppb,7.5,1743925500,84a5ad2b-2127-4ef9-ae41-8594f43d6a1f,airqualitysensor,air_host_001,airqualitysensor
